"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8401033","商用進階英文寫作","Course Description:     The course is divided into 4 main parts: Ted-talk style speech, advanced academic and business writing skills, business correspondences, and business report/proposal. In the first module, students learn to master a common business writing genre, process analysis and essential writing principles. Students also hone public speaking skills. Students will learn to further enhance their fluency and articulation, improve language style, learn and practice speech and rhetorical skills, and effectively organize content to deliver a Ted-talk style speech on a topic they specialize in. Following that, students are introduced how to conduct research and complete a business report (BR). Students will be taught to use APA styles and follow the structure of a business report. Students will also learn how to locate suitable, document, and analyze sources while building a sound argument. The other alternative topic is business plan/proposal, mainly targeting at financiers. Students will learn the structure and the distinct language style of a business plan/proposal. In the final project, the poster presentation, students will work in pairs to present a multiple-page BR/BP aiming to report on a market/industry, call for new policy or changed practice, attract investment, or promote a business concept. In the meantime, students will be guided to enhance clarity and accuracy through the use of AI tools. In the third and final module, In the second module, students learn to write essential business letters and become familiar with business language in a series of real-life cases.","2","課程明確引導學生在商業報告、商業計畫或提案中使用AI工具提升文字的清晰度與準確性，但未說明AI如何用於理解、整理、規劃或反思學習。","0","大綱未提及AI倫理、著作權、個資、機密資料、偏誤、查證、使用揭露或責任歸屬，因此不能推定具備負責任使用AI的能力。","2","學生需完成商業報告或商業計畫並以AI工具提升清晰度與準確性，具有明確作品任務；但AI主要是文字修訂輔助，未明確要求以AI分析問題、比較方案或驗證生成結果。","1","課程包含兩人合作的海報展示與商業溝通，且AI用於提升文字品質，但未明確要求學生在AI協作中維持人類判斷、創意主體性、同理溝通或承擔最終責任。","A=2;B=0;C=2;D=1","主要具有有限的A與C證據，因課程要求在商業報告或提案製作中使用AI工具改善清晰度與準確性。","B完全缺乏AI倫理與風險規範；A未說明AI輔助學習策略；C缺乏AI結果查證、修正與方案評估；D未明確連結人類核心能力與AI協作。"
"8401063","SAS/R商業資料分析","教室位置有限,3/6第一堂課9點10分會準時抽加簽,但名額不會太多。勿來信詢問加簽事宜。    因學校電腦教室維修,故本學期使用商院一般教室。    請自備電量充足筆電(由於會跳電,教室內已被禁止充電)    ##    本課程將介紹如何使用R進行數據分析和視覺化計算。在最後的期末報告中,將運用學到的技能結合生成式AI來分析實際商業數據,並下正確的策略與建議。     *此堂課只教R。上課前,請先裝好最新版的R及RStudio。    *必需具備基礎統計知識,如迴歸、機率、分配等,並對程式撰寫充滿興趣。    *已修過商業分析:SAS/R應用的同學,請勿修此堂課。    *這堂課負擔很重,作業超級多,我教的很快,每學期停修率約10%,所以請仔細思考是否要修。","1","課程要求在期末報告中結合生成式AI分析實際商業數據，但未明確說明使用AI協助學習、資訊整理、概念理解或自主學習。","0","大綱未提及生成式AI倫理、個資與機密資料保護、偏誤、查證、資安、使用揭露或責任歸屬，因此不能推定具備負責任使用AI的能力。","4","期末報告明確要求結合生成式AI分析實際商業數據，並提出策略與建議，具有實際資料分析與商業問題解決任務；但未明確要求驗證AI分析結果、修正錯誤、比較方案或規劃人機分工。","1","課程要求依分析結果提出商業策略與建議，涉及人類決策情境，但未明確要求檢核AI結果、說明決策理由、維持人類主體性或承擔最終責任。","A=1;B=0;C=4;D=1","主要符合C，因期末報告明確結合生成式AI分析實際商業數據並提出策略建議。","A未呈現AI作為學習工具；B缺乏AI責任使用與資料風險內容；C未說明驗證與品質控制；D未明確要求人類判斷及人機分工。"
"8401060","人工智慧與商業應用","Welcome to the class!  Our class detailed syllabus will be concluded here. (Links provided later!)  =================================================================================  This course covers the basic algorithms in machine learning and deep learning. We will use Pythonto implement various algorithms on business decisions.","0","課程大綱僅說明學習機器學習與深度學習演算法，並以Python實作；未提及將AI作為學習、資訊整理或自主學習工具，因此不能推定符合A。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、風險或責任。","3","課程明確要求以Python實作機器學習與深度學習演算法，並應用於商業決策，具備AI實作與專業問題應用證據；但未提及結果驗證、錯誤修正、品質控制或人機分工。","0","大綱未提及AI協作中的人類主體性、價值判斷、同理心、溝通或真實情境洞察。","A=0;B=0;C=3;D=0","主要依據是課程明確教授機器學習與深度學習演算法，並以Python應用於商業決策，因此C具中度符合。","A缺乏使用AI輔助學習的證據；B缺乏負責任使用AI內容；C缺乏驗證與風險評估；D未出現AI與人類核心能力協作的描述。"
"8401574","英語口語訓練(二):口語訓練與閱讀","ENGLISH ORAL COMMUNICATION AND READING (TWO) is a continuation in classroom     instruction and experience in oral communication skills, particularly those related to public presentation, group discussion, and more. According to the English Department&rsquo;s EFL Committee Mission Statement, the goal for students in this course is that they should demonstrate reasonable fluency and pronunciation in standard English. Ability to participate comfortably in general conversation is determined by: Comprehending and responding appropriately, Initiating, continuing, and ending a conversation, Interacting with cultural awareness, Improvising in new situations, Using grammar flexibly, Seeking and providing information in an organized manner, and Narrating an event. The course approaches communication, comprehension, fluency, improvisational language structures, and communication theory. The course will use a great deal of culture-specific materials, such as videos and critical thinking/communication exercises.    This course will include the planning and creation of an ongoing web-media program to simulate radio and television magazine programs. Interviewing and reporting skills will be a focus.    This semester&rsquo;s curriculum incorporates a very strong New Media program in which students will plan, write, produce, perform, record, and publish videos various types intended for the Department&rsquo;s student Youtube channel. Students in the Oral Communication and Reading course serve as staff for the SPARKSHOW program for the English Department. As part of this aspect of the oral training program, students will learn approaches to journalistic tasks within the context of language learning activities. Speeches and/or presentations will be recorded to video for inclusion in Sparkshow. Students will create videos for the SPARKSHOW Youtube channel as part of the oral engagement program.    This course requires students to use AI extensively as a personal resource to improve their language skills. Students must have an account (free is okay) with Gemini (Google) and/or ChatGPT (OpenAI). You must be familiar with using text and voice modes with the chatbots. Some assignments will require that you video yourself using the resources for language learning/practice activities.    Students will be required to setup an AI English Study Buddy program (you will be taught the principles of doing this; most AI programs have a free tier you can use on PC and/or mobile). You will be asked to practice your English skills with the AI Buddy outside of class as well as complete certain classroom assignments with the AI Buddy.    Depending upon student feedback, we may incorporate a form of a teaching approach known as GAMIFICATION as well as GAMIZATION, using fantasy card, board, and tabletop games in contexts adapted to the language learning classroom. We would follow a sequence of activities ranging from conversational fantasy card games up through student generated sessions of roleplaying games such as LARPs. If/when we are holding class online due to pandemic prevention protocols, we use Discord. We may also use particular card and board games (again, based upon student feedback).    This course is taught in English in an English environment only. Please note students from outside the English Department who have not taken the prerequisite courses must be able to understand English to an appropriate level for this course.    Obviously, whether we meet in person or online due to pandemic response protocols or other factors will affect some of our course content.","4","課程明確要求廣泛使用ChatGPT或Gemini作為語言學習資源，並建立AI English Study Buddy，在課內外進行英語練習與作業，直接符合運用AI提升學習成效；但未明確要求學生規劃、評估與調整完整學習歷程。","0","大綱雖要求使用ChatGPT或Gemini，但未提及AI倫理、著作權、個資、資安、偏誤、查證、風險或責任。","2","學生需使用AI English Study Buddy進行英語技能練習與課堂作業，具有明確的人機實作任務；但未提及以AI處理完整專業問題、驗證結果、修正錯誤或進行品質評估。","1","課程要求學生以AI進行語言練習，但未明確探討人類主體性、不可取代的判斷、同理心或AI與人際溝通的分工；僅可給予零星分數。","A=4;B=0;C=2;D=1","主要符合A，因課程明確要求以ChatGPT或Gemini及AI English Study Buddy進行持續語言學習與練習；C有部分實作證據。","B未提及負責任使用AI；C缺乏問題定義、結果驗證與流程優化；D缺乏人類主體性或AI無法取代能力的明確教學要求。"
"8401584","英語教學理論","This course introduces major theories, approaches, and practices in English language teaching (ELT) and explores how these ideas inform effective teaching. Rather than focusing solely on the historical development of teaching methods, the course emphasizes the relationship between theory and practice and encourages students to critically examine how language learning occurs and how instruction can support learners&rsquo; needs.    Students will explore key approaches in language teaching, principles of language learning, and pedagogical strategies for teaching listening, speaking, reading, writing, grammar, and vocabulary. The course also examines practical aspects of language teaching, including course design, lesson planning, assessment, instructional materials, classroom interaction, and the integration of technology and artificial intelligence in language learning.    Through readings, discussions, reflective activities, and a tutoring practicum, students will connect theoretical perspectives with real teaching experiences. By the end of the course, students will begin to develop their own teaching principles and gain a deeper understanding of what it means to become a reflective and adaptive language teacher    Note. Students who miss the first class meeting without prior approval will not be allowed to remain enrolled in the course. More than three absences during the semester will result in a failing grade for the course. Students arriving more than 20 minutes late will be considered absent.","1","大綱僅提及將探討語言學習中的科技與人工智慧整合，未說明學生如何實際使用AI進行學習、資訊整理或自主成長。","0","大綱未提及AI倫理、法規、個資、資安、偏誤、查證、風險、治理或責任。","1","大綱提及探討人工智慧在語言學習中的整合，但未明確要求學生使用AI分析、生成、建模或完成教學問題解決任務。","0","大綱雖提及反思與適應性語言教師，但未將此能力明確置於AI協作或人機分工情境中。","A=1;B=0;C=1;D=0","唯一明確AI證據是課程涵蓋科技與人工智慧在語言學習中的整合，因此A與C僅有零星相關內容。","大綱未說明AI的具體工具、學生操作任務、成果評量、查證機制、倫理風險或人機協作要求。"
"8401585","文學與電影","LITERATURE AND FILM . . . The purpose of this course is to explore various types and selections of literature and the transformations they undergo when appropriated into the film medium. Students will be expected to learn basic film theories and apply them in analysis of films and their literary origins. The course will cover film theories through their application to a variety of selected literary texts.        Specific texts to be discussed will be decided later, dependent upon the research and reading interests of the students. The approach to the material will be predominately be topical rather than chronological. This is a participatory course consisting of innovative active interaction, not merely lecture. Come prepared to participate.        Note, this is a media based course. There will be literary readings as well as television and film materials related to the topic. Students who miss media presentations will have to make up the viewing material on their own time &ndash; the instructor is not responsible for providing copies of media missed from absences.      Students are encouraged to setup an AI English Study Buddy program. You are strongly encouraged to practice your English skills with the AI Buddy outside of class. While you may use AI to assist you, you must always cite sources and be certain to do major work on your own. AI can make an excellent assistant but the work should still be your own.    Students should prepare an online drive (Google Drive is suggested) to upload to in order submit periodically class video assignments and other homework on it.    Obviously, whether we meet in person or online due to pandemic response or other factors will affect some of our course content. Unless specifically required for pandemic reasons, masks are optional (show common sense and think of others). Be sure to join the class Discord, just in case.    This course is taught in English in an English environment only. Please note students from outside the English Department who have not taken the prerequisite courses must be able to understand English to an appropriate level for this course.","2","課程鼓勵學生建立AI English Study Buddy並以AI協助英語學習，另要求課業可使用AI協助，具備初步AI輔助學習證據；但使用AI主要為鼓勵性要求，未明確規劃學習成效評估。","2","大綱要求使用AI時必須引用來源，且主要工作仍須由學生自行完成，涉及AI使用揭露與人類責任；但未明確涵蓋AI倫理、個資、資安、偏誤或風險管理。","1","大綱僅說明AI可協助課業，未明確要求運用AI完成特定分析、方案或作品，也未提及驗證、修正或人機分工流程。","2","大綱明確指出AI可作為助理，但主要工作仍應由學生自行完成，涉及人類主體性與自主判斷；然而未要求具體提出判斷理由、處理同理心或進行AI結果批判。","A=2;B=2;C=1;D=2","主要依據是課程明確提及AI English Study Buddy、AI協助、引用來源及主要工作由學生自行完成，形成初步的AI學習與人類主體性要求。","AI使用多為鼓勵性描述，缺乏具體操作、成果評量、結果驗證、風險評估及完整人機協作流程。"
"8193960","日文寫作","本講義?初中級?文法?基礎?、?門的?文章?書?為?必要?表現?文法?作文?基礎知識?共???、日本語?作文能力?向上??????目的???。     母語???中?語?干??排?、自分?考??適切?表現???語彙選??構文使用?訓練?通??、文章????????????能力、?信力?養成??。          2023年?生成AI元年??言??、????技術?急速??展???言語?習????環境?急激??化????。??為、今年度??若干??????容??更??事?致????。        1文章作成?必要?基本事項??習?、作文展開??????即??練習???。    2???????討論??意見?出?合??後?、??????????作文?書?。添削??返?、書?直?。(作文??????日??表?、AI等?使用??????場?作文?書?)    3完成??作文?口頭?表?????(?期中1,2回程度)。    4原稿用紙?自分?用意????。添削??係?B4?印刷????好???。    5?習?象:日本語?母語????人","1","課程提及生成AI對語言學習環境的影響及AI等工具，但課綱文字多處亂碼，未能清楚確認學生如何使用AI進行學習或自主成長；因此僅給予零星分數。","0","大綱未清楚提及AI倫理、法規、著作權、個資、資安、偏誤、查證、風險或責任；亂碼內容不足以作為推定依據。","0","大綱主要說明日文作文練習、討論、批改與重寫，雖出現生成AI與AI等文字，但未清楚證明學生將使用AI分析或解決寫作問題，因此不能推定符合C。","0","大綱未清楚提及AI協作中的人類主體性、價值判斷、同理心或真實世界洞察。","A=1;B=0;C=0;D=0","主要依據是課綱可辨識地提及生成AI及AI等工具，但相關句子受亂碼影響，僅能確認AI作為背景或環境變化被提及。","課程大綱多處亂碼，無法確認AI的具體使用方式、學習任務、責任規範、結果驗證或人機協作要求；不得依不清楚文字自行推定。"
"8194185","數位行銷與博物館科技","隨著智慧化、遠距化與人工智慧(AI)技術的迅速發展,沉浸式體驗(immersive experience)與數位多媒體策展已成為博物館展示與文化傳播的核心趨勢。AI 不僅能協助理解觀眾行為、提供個人化內容推薦,更結合 XR(AR 擴增實境、VR 虛擬實境、MR 混合實境)等科技,創造多感官參與的展覽場域,使觀眾能在虛實融合的情境中深度互動、主動探索。    本課程以博物館科技應用為優先,並延伸至數位行銷與創意科技實務。課程設計融合策展理念、技術選擇與行銷策略,帶領學生掌握如何善用數位工具與 AI 平台,實現文化內容的科技轉譯與觀眾參與的深化。業界將解析大量國內外成功案例,包含數位博物館、新媒體藝術、品牌行銷與沉浸式展演等,讓學生具備跨域整合與創意實作的視野。    課堂中將結合案例觀摩、分組討論、專題實作與體驗練習,引導學生培養身兼文化內容設計者、互動科技策劃者與行銷實踐者的多元能力,為未來文化創意與科技應用領域奠定堅實基礎。","1","大綱提及善用數位工具與AI平台，但其脈絡是文化內容科技轉譯與專業應用，未明確要求將AI作為學生學習、資訊整理或自主學習工具。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、風險管理、治理或責任。","4","課程明確涵蓋AI平台、觀眾行為理解、個人化內容推薦、技術選擇與行銷策略，並結合案例觀摩、分組討論、專題實作與體驗練習，具備跨域整合及專業應用任務；但未明確要求驗證AI結果、修正偏誤或進行品質與風險評估。","1","大綱提及創意科技實務、創意實作及文化內容設計者等角色，但未明確說明在AI協作中保有人類主體性、價值判斷、同理心或真實場域觀察。","A=1;B=0;C=4;D=1","主要符合C，因課程將AI平台、博物館科技、數位行銷、案例分析與專題實作結合，具明確跨域應用情境。","A缺乏AI輔助學習證據；B完全缺乏責任與風險內容；C缺乏驗證、修正與品質控制；D僅有創意實作描述，未形成AI協作下的人類能力培養。"
"8194614","地圖學","Cartography is the technique, science, and art of transforming data into maps. These maps help us see and understand complex spatial patterns and relationships in a visual way.    Maps are everywhere --- they are part of our daily lives, often used without us even noticing. While traditional paper maps are still important, they have largely been replaced or supplemented by digital maps. However, the core idea of turning data into useful visual information remains the same. Thanks to the digital revolution, cartography has undergone major changes and successfully adapted to modern tools and technologies.    This course introduces students to Digital Cartography by focusing on how maps are made --- from choosing and organizing data, to filtering and interpreting it, to designing clear, effective maps. Students will explore these steps while creating their own maps using powerful digital tools.    Because of its ability to store, manage, analyze and visualize spatial data, Geographic Information Systems (GIS) plays a central role in this process. Throughout the course, students will use GIS to support their cartographic work and bring their map ideas to life.    In addition to traditional cartographic concepts, the course introduces students to modern technologies, including Machine Learning (ML), that are beginning to influence how maps are made, interpreted, and automated. Students will gain foundational insights into how ML techniques can be used to classify spatial data, detect patterns, or assist in map generalization and feature extraction, helping them understand the growing role of intelligent systems in the future of cartography.","1","課程提到學生使用GIS及數位工具製作地圖，並介紹機器學習在空間資料分類、模式偵測、地圖概化與特徵擷取的作用；但未明確要求學生使用AI協助學習、整理資訊或進行自主學習。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、風險管理或責任歸屬，因此不能推定具備負責任使用AI的能力。","2","課程要求學生使用數位工具與GIS完成地圖製作，並介紹機器學習可用於空間資料分類、模式偵測及自動化製圖；但僅明確說明為基礎性介紹，未要求學生實作AI模型或驗證、修正AI結果。","0","雖提及機器學習將影響地圖製作與解讀，但未明確要求學生進行人機分工、批判AI結果、提出人類判斷或結合真實場域洞察。","A=1;B=0;C=2;D=0","主要依據為課程明確包含機器學習、GIS及數位地圖製作，具有限度的AI應用與空間問題處理內容。","A缺乏AI輔助學習與自主學習證據；B未提及責任使用AI；C缺乏AI實作、驗證與品質控制；D未呈現人類主體性或人機協作要求。"
"8194629","不動產個案分析","本課程主要帶領學生對於台灣不動產市場、政策或制度之重要議題或個案進行討論與探索。經由議題或個案的研討,學生將可理解如何應用後續相關專業課程,如土地經濟學、不動產投資、不動產估價等之相關理論來解釋及分析議題或個案中的問題,可引導學生順利銜接高年級專業課程,有助於修課路徑之規劃並激發深度學習之興趣。","0","課程名稱與大綱未出現AI工具、AI模型、AI應用、AI倫理、AI科技衝擊或人機協作等元素，因此依0分原則不能推定具備運用AI學習的能力。","0","課程名稱與大綱未出現任何AI元素，因此未提供AI倫理、法規、資安、風險或責任意識的證據。","0","課程雖涉及不動產議題與個案分析，但未明確連結AI或要求運用AI解決問題，因此依0分原則評為0分。","0","課程未置於AI或人機協作情境，不能因一般個案討論或問題分析而推定具備AI無法取代的能力。","A=0;B=0;C=0;D=0","課程名稱與課程大綱完全沒有AI元素。","課程未提及AI工具、AI模型、AI應用、AI倫理、AI科技衝擊或人機協作；一般專業分析與學習規劃不得計入AI能力。"
"8194630","空間決策","TL;DR. Learn how to make smarter, evidence?based decisions about real?world spatial problems.  We start with core decision?making tools, then dive into GIS, spatial analysis, and machine learning to tackle challenges like planning infrastructure, mapping hazards, and shaping land?use policy. By the end, we will be able to design, run, and evaluate powerful spatial decision workflows from the ground up.        Long Version.     How can we make better decisions about places, spaces, and the world around us?  This course explores the tools and approaches that help answer that question.    It begins with the basics of decision-making &mdash; breaking down complex choices into manageable steps and comparing options in a structured way. Core methods such as multi?criteria analysis, weighting techniques, and simple statistical models provide a foundation for understanding robust decision processes.    During the second half of the semester, the focus then shifts to spatial problems &mdash; those that involve geography and location. Using Geographic Information Systems (GIS), the class works through real-world challenges including site selection, infrastructure planning, hazard zone mapping, and land-use policy evaluation. Hands-on labs demonstrate how Spatial Decision Support Systems (SDSS) are designed, adapted, and assessed for different decision contexts.    The course introduces machine learning approaches &mdash; including decision trees, logistic regression, and clustering &mdash; to identify patterns in decision-making. Spatial machine learning models and feature ranking strategies add a leading?edge complement to traditional analysis.    By the end of the semester, we will have the skills to:          Apply GIS and integrated tools to address spatial decision problems,         Design and implement complete decision?making workflows,         Evaluate the robustness and reliability of decision processes.         Relevant to fields such as urban planning, environmental analysis, disaster management, and policy design, the course equips students with a practical toolkit for evidence?based spatial decision making.","0","課程介紹GIS、空間分析與機器學習，但大綱未明確要求學生使用AI作為學習、理解、回饋或自主學習工具，因此不能推定具備能力A。","0","大綱雖要求評估決策流程的穩健性與可靠性，但未明確連結AI倫理、法規、個資、資安、偏誤、風險治理或責任歸屬，因此不能推定具備負責任使用AI的能力。","5","課程明確要求運用GIS與整合工具處理真實空間決策問題，設計並實施完整決策流程，並以機器學習方法進行模式辨識、空間分析與特徵排序；同時要求評估決策流程的穩健性與可靠性，形成從問題處理到驗證評估的完整流程。","1","課程涉及空間決策、方案比較及決策流程可靠性評估，且置於機器學習與空間決策情境；但未明確要求學生批判AI結果、規劃人機分工、承擔最終責任或展現同理與真實場域洞察。","A=0;B=0;C=5;D=1","主要符合C，因課程明確結合GIS、機器學習、真實空間問題、完整決策流程設計與可靠性評估。","A未提及使用AI協助學習；B未提及AI倫理、法律、資安或責任；D僅有決策與評估內容，缺乏人類主體性、人機協作及創意或同理要求。"
"8195283","媒介管理與溝通","此課以「媒體與實驗(一)」(大學報)實習媒體作為授課場域,故修習此課者,須參與「媒體與實驗(一)」(大學報)實習媒體運作,藉此學習與精進作為新聞組織管理者應有之基本能力與知識。此外,由於近年生成式AI的蓬勃發展,新聞媒體不但是一般民眾接收相關資訊與知識的重要來源,更是主要受到衝擊,但可積極運用生成式AI的組織。因此,本課也聚焦於生成式AI之基本運作邏輯,教授並討論生成式AI對新聞產製、新聞倫理規範、新聞成品、相關法律規定等影響,同時讓學生了解生成式AI時代中,新聞組織與閱聽人、消息來源、其他媒體組織,以及大型資訊平台之間關係與發展等。","1","課程聚焦生成式AI基本運作邏輯，並討論其對新聞產製等工作的影響；但未明確要求學生使用AI協助學習、整理資訊或規劃學習歷程。","3","課程明確教授並討論生成式AI對新聞倫理規範與相關法律規定的影響，也探討其對新聞產製與新聞組織的衝擊；但未明確涵蓋個資、資安、偏誤查證、使用揭露或責任歸屬的完整要求。","1","大綱指出新聞媒體可積極運用生成式AI，並討論生成式AI對新聞產製與新聞成品的影響；但未明確要求學生實際使用AI完成任務、建立解決方案或進行結果驗證。","2","課程討論生成式AI時代新聞組織與閱聽人、消息來源、其他媒體及資訊平台的關係，涉及人際溝通與組織互動；但未明確要求學生在AI協作中展現人類主體性、同理心、創意或承擔最終判斷責任。","A=1;B=3;C=1;D=2","主要符合B，因課程明確探討生成式AI的運作邏輯、新聞倫理規範、法律規定及組織與社會關係。","A缺乏AI輔助學習活動；C缺乏AI實作、問題解決流程與驗證要求；D未明確提出人機分工、人類判斷、創意或責任要求。"
"8195287","新興媒體與新聞","在這門課,我們思考新聞傳播的變與不變,探討數位科技如何中介新聞敘事,以及記者與閱聽人的新聞實踐。我們探究的問題包括:在數位時代裡,所謂的大眾媒體在新聞的生產與消費有哪些延續與轉變?搜尋引擎和社群媒體在台灣公民接收新聞的過程中,扮演什麼樣的角色?人工智慧為新聞地景又帶來了哪些機會與風險?資訊與傳播科技的發展之於記者、閱聽人有哪些意義?她/他們如何應對假新聞、該主張什麼樣的新聞價值?&hellip;等等。在討論這些問題時,我們避免科技決定論,視新興媒體和科技既是新聞生產、消費與傳播,也是公共價值、公民身分與認同成形的重要場域。這樣的討論不會專注在技術層面,而是關注能供性(affordances)、經驗(experiences)、認同(identities)、社會想像(imaginaries)和倫理(ethics)等層面。","1","課程討論人工智慧對新聞地景帶來的機會與風險，但未明確要求學生使用AI協助學習、資訊整理、概念理解或自主學習。","3","大綱明確探討人工智慧帶來的機會與風險、假新聞、新聞價值及倫理，並關注科技與公共價值、公民身分及認同的關係；但未明確涵蓋AI法規、個資、資安、偏誤查證流程或責任歸屬。","1","課程提問人工智慧對新聞地景的機會與風險，但大綱未要求學生運用AI分析、生成新聞、完成專題或建立可驗證的問題解決方案。","2","課程要求思考記者與閱聽人如何應對假新聞、主張何種新聞價值，並討論公共價值、公民身分、認同與倫理；這些內容置於人工智慧與新興科技脈絡，但未明確要求人機協作、AI結果判斷或真實場域創意實作。","A=1;B=3;C=1;D=2","主要符合B，因大綱明確討論AI機會與風險、假新聞、新聞價值及倫理，並連結公共價值與公民社會。","A缺乏AI作為學習工具的實作；C未明確要求使用AI解決新聞問題；D雖涉及價值與倫理判斷，但缺乏明確的人機協作、AI結果驗證與人類責任要求。"
"8195295","視覺傳達設計","本課程為實作導向課程,期望透過本課程讓學生藉由課堂學習、實作演練及指導參賽等以下八項課程內容,習得視覺傳達設計的理論與技法。1.瞭解視覺傳達設計的理論與應用;2.平面設計表現技法的學習與應用;3.國內外視覺傳達設計作品案例賞析;4.平面與影像設計軟體學習;5. AI圖像協作工具與技巧學習;6.平面設計專題實作演練;7.同儕作品觀摩與互評學習;8.指導參加國內外設計及AI圖像生成相關競賽。","2","課程明確安排AI圖像協作工具與技巧學習，並涉及AI圖像生成相關競賽；但未說明學生如何使用AI提升理解、獲取回饋、規劃學習或反思學習歷程。","0","課程提及AI圖像協作工具、AI圖像生成競賽與設計實作，但未提及AI倫理、著作權、個資、資安、偏誤、使用揭露、風險或責任，因此不能推定具備負責任使用AI的能力。","3","課程明確要求學習AI圖像協作工具與技巧，進行平面設計專題實作，並參與AI圖像生成相關競賽；具備AI融入設計任務的實作證據，但未明確要求驗證AI生成結果、修正偏誤、規劃人機分工或評估成果品質。","3","課程將AI圖像協作工具融入視覺設計實作，並安排同儕作品觀摩與互評及AI圖像生成競賽，具有人類創意、審美與同儕判斷介入AI創作的證據；但未明確要求說明人類決策理由、真實場域觀察或人機協作責任。","A=2;B=0;C=3;D=3","主要符合C與D，因課程明確包含AI圖像協作工具學習、設計專題實作、同儕互評與AI圖像生成競賽，結合AI應用與人類設計判斷。","B完全未提及AI倫理、著作權、風險或責任；A未呈現AI輔助學習策略；C缺乏AI成果查證與品質控制；D缺乏明確的人機分工、責任承擔及真實情境洞察要求。"
"8195307","電子媒介行銷","本課程以行銷為主軸,從電子媒介產業發展為貫穿,特重產學實務應用,將從八個面向,有系統且深入瞭解電子媒介行銷之整合運用及實務操作。  八個面向為:市場面、行銷面、產品面、觀眾面、整合面、執行面、效益面、趨勢面等。  並且將產業實務經典範例剖析,例如:金鐘獎得獎作品、國際行銷產品、OTT成功模式、MCN及電商行銷範例、AI影視應用發展,國際影視電子媒介論壇分享、新媒體平台實作等。    並且著重市場需求及商業應用,透過課程討論及互動,實踐產業全媒體的整合傳播行銷。","0","大綱僅以「AI影視應用發展」作為產業實務範例，未明確要求學生使用AI進行學習、資訊整理或自主學習，因此不能推定具備運用AI學習的能力。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、風險管理或責任歸屬，因此不能推定具備負責任使用AI的能力。","1","大綱提及剖析「AI影視應用發展」及進行新媒體平台實作，但未明確要求學生運用AI完成問題解決任務，也未說明驗證、修正或品質評估流程。","0","雖提及AI影視應用，但未明確置於人機協作、批判判斷、創意主體性、同理溝通或真實場域洞察情境，因此不能推定具備AI無法取代的能力。","A=0;B=0;C=1;D=0","主要依據為大綱將AI影視應用列為產業實務範例，AI元素比重有限，未形成明確的AI能力培養活動。","大綱未提及AI輔助學習、負責任使用規範、人機分工、AI成果驗證、風險評估或人類主體性要求。"
